"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","client3",,,,"User:","vagrant"
"Cmdline:","dstat -tpcdrmgln --time --cpu --mem --load --output /home/Client/client3CPUUsage.csv",,,,"Date:","27 Dec 2020 05:53:53 UTC"

"system","procs",,,"total cpu usage",,,,,,"dsk/total",,"io/total",,"memory usage",,,,"paging",,"load avg",,,"net/total",,"system","total cpu usage",,,,,,"memory usage",,,,"load avg",,
27-12 05:57:33,0.0,0.0,0.0,0.0,2.210,97.790,0.0,0.0,0.0,0.0,0.0,0.0,0.0,551534592.0,16678912.0,398204928.0,75546624.0,0.0,0.0,0.050,0.070,0.050,5040.0,153582.0,27-12 05:57:33,0.0,2.210,97.790,0.0,0.0,0.0,551534592.0,16678912.0,398204928.0,75546624.0,0.050,0.070,0.050
27-12 05:57:34,0.0,0.0,0.0,1.036,1.036,97.927,0.0,0.0,0.0,4096.0,24576.0,1.0,4.0,551534592.0,16678912.0,398204928.0,75546624.0,0.0,0.0,0.050,0.070,0.050,7470.0,226096.0,27-12 05:57:34,1.026,1.538,97.436,0.0,0.0,0.0,551534592.0,16678912.0,398204928.0,75546624.0,0.050,0.070,0.050
27-12 05:57:35,0.0,0.0,0.0,0.0,1.531,97.959,0.0,0.0,0.510,0.0,0.0,0.0,0.0,551534592.0,16678912.0,398204928.0,75546624.0,0.0,0.0,0.050,0.070,0.050,7770.0,235868.0,27-12 05:57:35,0.0,1.031,98.454,0.0,0.0,0.515,551534592.0,16678912.0,398204928.0,75546624.0,0.050,0.070,0.050
27-12 05:57:36,0.0,0.0,0.0,1.036,1.554,97.409,0.0,0.0,0.0,0.0,24576.0,0.0,3.0,551632896.0,16687104.0,398196736.0,75448320.0,0.0,0.0,0.040,0.060,0.050,104214.0,237980.0,27-12 05:57:36,1.031,1.546,97.423,0.0,0.0,0.0,551632896.0,16687104.0,398196736.0,75448320.0,0.040,0.060,0.050
27-12 05:57:37,0.0,0.0,0.0,0.515,1.546,97.938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,551657472.0,16687104.0,398204928.0,75415552.0,0.0,0.0,0.040,0.060,0.050,7890.0,228834.0,27-12 05:57:37,0.515,2.062,97.423,0.0,0.0,0.0,551657472.0,16687104.0,398204928.0,75415552.0,0.040,0.060,0.050
27-12 05:57:38,0.0,0.0,0.0,0.532,1.596,97.340,0.0,0.0,0.532,0.0,0.0,0.0,0.0,551657472.0,16687104.0,398204928.0,75415552.0,0.0,0.0,0.040,0.060,0.050,7410.0,225732.0,27-12 05:57:38,0.535,1.070,97.861,0.0,0.0,0.535,551657472.0,16687104.0,398204928.0,75415552.0,0.040,0.060,0.050
27-12 05:57:39,1.0,0.0,0.0,0.0,1.099,98.901,0.0,0.0,0.0,0.0,12288.0,0.0,1.0,551657472.0,16687104.0,398204928.0,75415552.0,0.0,0.0,0.040,0.060,0.050,5040.0,151664.0,27-12 05:57:39,0.0,1.099,98.901,0.0,0.0,0.0,551657472.0,16687104.0,398204928.0,75415552.0,0.040,0.060,0.050
27-12 05:57:40,0.0,0.0,0.0,0.538,1.075,97.849,0.0,0.0,0.538,0.0,0.0,0.0,0.0,551657472.0,16687104.0,398204928.0,75415552.0,0.0,0.0,0.040,0.060,0.050,7260.0,158580.0,27-12 05:57:40,0.538,1.075,97.849,0.0,0.0,0.538,551657472.0,16687104.0,398204928.0,75415552.0,0.040,0.060,0.050
27-12 05:57:41,0.0,0.0,0.0,0.0,2.564,97.436,0.0,0.0,0.0,0.0,16384.0,0.0,2.0,551657472.0,16695296.0,398196736.0,75415552.0,0.0,0.0,0.040,0.060,0.050,7530.0,232030.0,27-12 05:57:41,0.508,2.538,96.954,0.0,0.0,0.0,551657472.0,16695296.0,398196736.0,75415552.0,0.040,0.060,0.050
27-12 05:57:42,0.0,0.0,0.0,0.500,2.500,96.500,0.0,0.0,0.500,0.0,0.0,0.0,0.0,551645184.0,16695296.0,398209024.0,75415552.0,0.0,0.0,0.040,0.060,0.050,7710.0,231030.0,27-12 05:57:42,0.500,2.500,96.500,0.0,0.0,0.500,551645184.0,16695296.0,398209024.0,75415552.0,0.040,0.060,0.050
27-12 05:57:43,0.0,0.0,0.0,1.005,2.010,96.985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,551645184.0,16695296.0,398209024.0,75415552.0,0.0,0.0,0.040,0.060,0.050,7590.0,232044.0,27-12 05:57:43,0.508,2.030,97.462,0.0,0.0,0.0,551645184.0,16695296.0,398209024.0,75415552.0,0.040,0.060,0.050
27-12 05:57:44,0.0,0.0,0.0,0.505,3.030,95.960,0.0,0.0,0.505,0.0,0.0,0.0,0.0,551645184.0,16695296.0,398209024.0,75415552.0,0.0,0.0,0.040,0.060,0.050,10020.0,309180.0,27-12 05:57:44,0.505,3.030,95.960,0.0,0.0,0.505,551645184.0,16695296.0,398209024.0,75415552.0,0.040,0.060,0.050
27-12 05:57:45,0.0,0.0,0.0,0.556,2.222,96.667,0.0,0.0,0.556,0.0,0.0,0.0,0.0,551743488.0,16695296.0,398209024.0,75317248.0,0.0,0.0,0.040,0.060,0.050,98486.0,157256.0,27-12 05:57:45,0.556,2.222,96.667,0.0,0.0,0.556,551743488.0,16695296.0,398209024.0,75317248.0,0.040,0.060,0.050
27-12 05:57:46,0.0,0.0,0.0,0.568,2.841,95.455,0.0,0.0,1.136,0.0,12288.0,0.0,2.0,552071168.0,16703488.0,398200832.0,74989568.0,0.0,0.0,0.040,0.060,0.050,261882.0,231470.0,27-12 05:57:46,0.568,2.841,95.455,0.0,0.0,1.136,552071168.0,16703488.0,398200832.0,74989568.0,0.040,0.060,0.050
27-12 05:57:47,1.0,0.0,0.0,0.571,2.286,96.0,0.0,0.0,1.143,0.0,0.0,0.0,0.0,552390656.0,16703488.0,398209024.0,74661888.0,0.0,0.0,0.040,0.060,0.050,264910.0,231650.0,27-12 05:57:47,0.571,2.286,96.0,0.0,0.0,1.143,552390656.0,16703488.0,398209024.0,74661888.0,0.040,0.060,0.050
27-12 05:57:48,0.0,0.0,0.0,0.0,0.562,99.438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,552587264.0,16703488.0,398209024.0,74465280.0,0.0,0.0,0.040,0.060,0.050,213912.0,151964.0,27-12 05:57:48,0.0,0.562,99.438,0.0,0.0,0.0,552587264.0,16703488.0,398209024.0,74465280.0,0.040,0.060,0.050
27-12 05:57:49,0.0,0.0,0.0,1.198,1.796,96.407,0.0,0.0,0.599,0.0,0.0,0.0,0.0,552980480.0,16703488.0,398209024.0,74072064.0,0.0,0.0,0.040,0.060,0.050,327210.0,234646.0,27-12 05:57:49,1.190,1.786,96.429,0.0,0.0,0.595,552980480.0,16703488.0,398209024.0,74072064.0,0.040,0.060,0.050
27-12 05:57:50,0.0,0.0,0.0,0.546,1.639,96.175,0.0,0.0,1.639,0.0,0.0,0.0,0.0,553865216.0,16703488.0,398209024.0,73187328.0,0.0,0.0,0.040,0.060,0.050,646020.0,307604.0,27-12 05:57:50,0.546,1.639,96.175,0.0,0.0,1.639,553865216.0,16703488.0,398209024.0,73187328.0,0.040,0.060,0.050
27-12 05:57:51,2.0,0.0,0.0,0.513,2.564,96.410,0.0,0.0,0.513,0.0,12288.0,0.0,2.0,555274240.0,16711680.0,398200832.0,71778304.0,0.0,0.0,0.030,0.060,0.050,1116050.0,327064.0,27-12 05:57:51,0.510,3.061,95.408,0.0,0.0,1.020,555274240.0,16711680.0,398200832.0,71778304.0,0.030,0.060,0.050
27-12 05:57:52,0.0,0.0,0.0,0.521,2.604,95.833,0.0,0.0,1.042,0.0,0.0,0.0,0.0,555921408.0,16711680.0,398209024.0,71122944.0,0.0,0.0,0.030,0.060,0.050,559874.0,286094.0,27-12 05:57:52,1.042,2.083,96.354,0.0,0.0,0.521,555921408.0,16711680.0,398209024.0,71122944.0,0.030,0.060,0.050
27-12 05:57:53,2.0,0.0,0.0,0.500,2.0,97.0,0.0,0.0,0.500,0.0,0.0,0.0,0.0,555986944.0,16711680.0,398209024.0,71057408.0,0.0,0.0,0.030,0.060,0.050,10212.0,308050.0,27-12 05:57:53,0.0,2.020,97.475,0.0,0.0,0.505,555986944.0,16711680.0,398209024.0,71057408.0,0.030,0.060,0.050
27-12 05:57:54,0.0,0.0,0.0,0.510,2.041,96.939,0.0,0.0,0.510,0.0,0.0,0.0,0.0,556019712.0,16711680.0,398209024.0,71024640.0,0.0,0.0,0.030,0.060,0.050,10086.0,310168.0,27-12 05:57:54,1.015,2.030,96.447,0.0,0.0,0.508,556019712.0,16711680.0,398209024.0,71024640.0,0.030,0.060,0.050
27-12 05:57:55,0.0,0.0,0.0,0.503,3.015,95.477,0.0,0.0,1.005,0.0,0.0,0.0,0.0,556015616.0,16711680.0,398213120.0,71024640.0,0.0,0.0,0.030,0.060,0.050,12510.0,383956.0,27-12 05:57:55,0.0,3.015,95.980,0.0,0.0,1.005,556015616.0,16711680.0,398213120.0,71024640.0,0.030,0.060,0.050
27-12 05:57:56,1.0,0.0,0.0,0.508,2.030,96.447,0.0,0.0,1.015,0.0,12288.0,0.0,2.0,556015616.0,16719872.0,398204928.0,71024640.0,0.0,0.0,0.030,0.060,0.050,13056.0,392188.0,27-12 05:57:56,1.015,2.030,95.939,0.0,0.0,1.015,556015616.0,16719872.0,398204928.0,71024640.0,0.030,0.060,0.050
27-12 05:57:57,0.0,0.0,0.0,1.087,2.717,95.652,0.0,0.0,0.543,0.0,0.0,0.0,0.0,556023808.0,16719872.0,398213120.0,71008256.0,0.0,0.0,0.030,0.060,0.050,12750.0,385182.0,27-12 05:57:57,0.546,2.732,96.175,0.0,0.0,0.546,556023808.0,16719872.0,398213120.0,71008256.0,0.030,0.060,0.050
27-12 05:57:58,0.0,0.0,0.0,0.529,1.587,96.825,0.0,0.0,1.058,0.0,0.0,0.0,0.0,556023808.0,16719872.0,398213120.0,71008256.0,0.0,0.0,0.030,0.060,0.050,7650.0,228590.0,27-12 05:57:58,0.529,1.587,96.825,0.0,0.0,1.058,556023808.0,16719872.0,398213120.0,71008256.0,0.030,0.060,0.050
27-12 05:57:59,0.0,0.0,0.0,0.503,2.010,96.482,0.0,0.0,1.005,0.0,0.0,0.0,0.0,556023808.0,16719872.0,398213120.0,71008256.0,0.0,0.0,0.030,0.060,0.050,10440.0,307896.0,27-12 05:57:59,0.503,2.010,96.482,0.0,0.0,1.005,556023808.0,16719872.0,398213120.0,71008256.0,0.030,0.060,0.050
27-12 05:58:00,0.0,0.0,0.0,0.503,1.508,96.985,0.0,0.0,1.005,0.0,0.0,0.0,0.0,556056576.0,16719872.0,398213120.0,70975488.0,0.0,0.0,0.030,0.060,0.050,12876.0,387916.0,27-12 05:58:00,0.503,1.508,96.985,0.0,0.0,1.005,556056576.0,16719872.0,398213120.0,70975488.0,0.030,0.060,0.050
27-12 05:58:01,0.0,0.0,1.0,1.010,1.515,96.970,0.0,0.0,0.505,0.0,12288.0,0.0,2.0,556056576.0,16728064.0,398204928.0,70975488.0,0.0,0.0,0.030,0.060,0.050,12570.0,386090.0,27-12 05:58:01,1.010,1.515,96.970,0.0,0.0,0.505,556056576.0,16728064.0,398204928.0,70975488.0,0.030,0.060,0.050
27-12 05:58:02,0.0,0.0,0.0,0.0,2.525,96.970,0.0,0.0,0.505,0.0,0.0,0.0,0.0,556056576.0,16728064.0,398213120.0,70967296.0,0.0,0.0,0.030,0.060,0.050,12870.0,392068.0,27-12 05:58:02,0.503,2.513,96.482,0.0,0.0,0.503,556056576.0,16728064.0,398213120.0,70967296.0,0.030,0.060,0.050
27-12 05:58:03,0.0,0.0,0.0,1.005,2.513,95.980,0.0,0.0,0.503,0.0,0.0,0.0,0.0,556023808.0,16728064.0,398213120.0,71000064.0,0.0,0.0,0.030,0.060,0.050,10020.0,306320.0,27-12 05:58:03,0.505,2.525,96.465,0.0,0.0,0.505,556023808.0,16728064.0,398213120.0,71000064.0,0.030,0.060,0.050
27-12 05:58:04,0.0,0.0,0.0,0.515,1.546,97.423,0.0,0.0,0.515,0.0,0.0,0.0,0.0,556023808.0,16728064.0,398213120.0,71000064.0,0.0,0.0,0.030,0.060,0.050,10320.0,306428.0,27-12 05:58:04,0.513,1.538,97.436,0.0,0.0,0.513,556023808.0,16728064.0,398213120.0,71000064.0,0.030,0.060,0.050
27-12 05:58:05,0.0,0.0,0.0,0.503,1.005,97.990,0.0,0.0,0.503,0.0,0.0,0.0,0.0,556056576.0,16728064.0,398213120.0,70967296.0,0.0,0.0,0.030,0.060,0.050,10260.0,310502.0,27-12 05:58:05,0.503,1.508,97.487,0.0,0.0,0.503,556056576.0,16728064.0,398213120.0,70967296.0,0.030,0.060,0.050
27-12 05:58:06,0.0,0.0,1.0,0.503,2.513,96.482,0.0,0.0,0.503,0.0,0.0,0.0,0.0,556056576.0,16728064.0,398213120.0,70967296.0,0.0,0.0,0.030,0.060,0.050,13084.0,386942.0,27-12 05:58:06,1.005,2.010,96.482,0.0,0.0,0.503,556056576.0,16728064.0,398213120.0,70967296.0,0.030,0.060,0.050
27-12 05:58:07,0.0,0.0,0.0,0.503,1.508,97.487,0.0,0.0,0.503,0.0,12288.0,0.0,2.0,556048384.0,16736256.0,398213120.0,70967296.0,0.0,0.0,0.030,0.060,0.050,7650.0,230576.0,27-12 05:58:07,0.0,2.010,97.487,0.0,0.0,0.503,556048384.0,16736256.0,398213120.0,70967296.0,0.030,0.060,0.050
27-12 05:58:08,0.0,0.0,0.0,0.0,0.513,99.487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,556048384.0,16736256.0,398213120.0,70967296.0,0.0,0.0,0.030,0.060,0.050,66.0,66.0,27-12 05:58:08,0.0,0.0,100.0,0.0,0.0,0.0,556048384.0,16736256.0,398213120.0,70967296.0,0.030,0.060,0.050
27-12 05:58:09,0.0,0.0,0.0,1.0,0.0,99.0,0.0,0.0,0.0,0.0,32768.0,0.0,3.0,556048384.0,16736256.0,398213120.0,70967296.0,0.0,0.0,0.030,0.060,0.050,0.0,0.0,27-12 05:58:09,0.995,0.0,99.005,0.0,0.0,0.0,556048384.0,16736256.0,398213120.0,70967296.0,0.030,0.060,0.050
27-12 05:58:10,0.0,0.0,0.0,0.493,0.493,98.522,0.0,0.0,0.493,0.0,0.0,0.0,0.0,556044288.0,16736256.0,398217216.0,70967296.0,0.0,0.0,0.030,0.060,0.050,0.0,0.0,27-12 05:58:10,0.495,0.495,98.515,0.0,0.0,0.495,556044288.0,16736256.0,398217216.0,70967296.0,0.030,0.060,0.050
27-12 05:58:11,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,556044288.0,16736256.0,398217216.0,70967296.0,0.0,0.0,0.020,0.060,0.050,60.0,60.0,27-12 05:58:11,0.0,0.0,100.0,0.0,0.0,0.0,556044288.0,16736256.0,398217216.0,70967296.0,0.020,0.060,0.050
27-12 05:58:12,0.0,0.0,0.0,0.505,0.0,99.495,0.0,0.0,0.0,0.0,28672.0,0.0,3.0,556044288.0,16744448.0,398209024.0,70967296.0,0.0,0.0,0.020,0.060,0.050,0.0,0.0,27-12 05:58:12,0.503,0.0,99.497,0.0,0.0,0.0,556044288.0,16744448.0,398209024.0,70967296.0,0.020,0.060,0.050
27-12 05:58:13,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,556036096.0,16744448.0,398217216.0,70967296.0,0.0,0.0,0.020,0.060,0.050,0.0,0.0,27-12 05:58:13,0.503,0.0,99.497,0.0,0.0,0.0,556036096.0,16744448.0,398217216.0,70967296.0,0.020,0.060,0.050
27-12 05:58:14,0.0,0.0,0.0,0.495,0.495,99.010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,556036096.0,16744448.0,398217216.0,70967296.0,0.0,0.0,0.020,0.060,0.050,0.0,0.0,27-12 05:58:14,0.0,0.498,99.502,0.0,0.0,0.0,556036096.0,16744448.0,398217216.0,70967296.0,0.020,0.060,0.050
27-12 05:58:15,0.0,0.0,0.0,0.505,0.0,99.495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,556036096.0,16744448.0,398217216.0,70967296.0,0.0,0.0,0.020,0.060,0.050,0.0,0.0,27-12 05:58:15,0.505,0.0,99.495,0.0,0.0,0.0,556036096.0,16744448.0,398217216.0,70967296.0,0.020,0.060,0.050
27-12 05:58:16,0.0,0.0,0.0,0.505,0.505,98.990,0.0,0.0,0.0,0.0,0.0,0.0,0.0,556036096.0,16744448.0,398217216.0,70967296.0,0.0,0.0,0.020,0.060,0.050,0.0,0.0,27-12 05:58:16,0.503,1.005,98.492,0.0,0.0,0.0,556036096.0,16744448.0,398217216.0,70967296.0,0.020,0.060,0.050
27-12 05:58:17,0.0,0.0,0.0,0.508,0.508,98.985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,556036096.0,16744448.0,398217216.0,70967296.0,0.0,0.0,0.020,0.060,0.050,0.0,0.0,27-12 05:58:17,0.508,0.0,99.492,0.0,0.0,0.0,556036096.0,16744448.0,398217216.0,70967296.0,0.020,0.060,0.050
27-12 05:58:18,0.0,0.0,0.0,0.0,0.505,99.495,0.0,0.0,0.0,0.0,12288.0,0.0,2.0,556027904.0,16752640.0,398217216.0,70967296.0,0.0,0.0,0.020,0.060,0.050,2490.0,77078.0,27-12 05:58:18,0.0,0.508,99.492,0.0,0.0,0.0,556027904.0,16752640.0,398217216.0,70967296.0,0.020,0.060,0.050
27-12 05:58:19,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,556027904.0,16752640.0,398217216.0,70967296.0,0.0,0.0,0.020,0.060,0.050,0.0,0.0,27-12 05:58:19,0.498,0.0,99.502,0.0,0.0,0.0,556027904.0,16752640.0,398217216.0,70967296.0,0.020,0.060,0.050
27-12 05:58:20,0.0,0.0,0.0,1.005,0.0,98.995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,556027904.0,16752640.0,398217216.0,70967296.0,0.0,0.0,0.020,0.060,0.050,0.0,0.0,27-12 05:58:20,0.508,0.0,99.492,0.0,0.0,0.0,556027904.0,16752640.0,398217216.0,70967296.0,0.020,0.060,0.050
27-12 05:58:21,0.0,0.0,0.0,0.500,0.0,99.500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,556027904.0,16752640.0,398217216.0,70967296.0,0.0,0.0,0.020,0.060,0.050,0.0,0.0,27-12 05:58:21,0.500,0.0,99.500,0.0,0.0,0.0,556027904.0,16752640.0,398217216.0,70967296.0,0.020,0.060,0.050
27-12 05:58:22,0.0,0.0,0.0,0.500,0.0,99.500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,556023808.0,16752640.0,398221312.0,70967296.0,0.0,0.0,0.020,0.060,0.050,0.0,0.0,27-12 05:58:22,0.995,0.0,99.005,0.0,0.0,0.0,556023808.0,16752640.0,398221312.0,70967296.0,0.020,0.060,0.050
27-12 05:58:23,0.0,0.0,0.0,1.020,0.0,98.980,0.0,0.0,0.0,0.0,12288.0,0.0,2.0,556023808.0,16760832.0,398213120.0,70967296.0,0.0,0.0,0.020,0.060,0.050,0.0,0.0,27-12 05:58:23,0.508,0.508,98.985,0.0,0.0,0.0,556023808.0,16760832.0,398213120.0,70967296.0,0.020,0.060,0.050
27-12 05:58:24,0.0,0.0,0.0,0.0,0.500,99.500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,556015616.0,16760832.0,398221312.0,70967296.0,0.0,0.0,0.020,0.060,0.050,0.0,0.0,27-12 05:58:24,0.0,0.0,100.0,0.0,0.0,0.0,556015616.0,16760832.0,398221312.0,70967296.0,0.020,0.060,0.050
27-12 05:58:25,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,556015616.0,16760832.0,398221312.0,70967296.0,0.0,0.0,0.020,0.060,0.050,66.0,66.0,27-12 05:58:25,0.0,0.0,100.0,0.0,0.0,0.0,556015616.0,16760832.0,398221312.0,70967296.0,0.020,0.060,0.050
27-12 05:58:26,0.0,0.0,0.0,0.500,0.0,99.500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,556015616.0,16760832.0,398221312.0,70967296.0,0.0,0.0,0.020,0.060,0.050,0.0,0.0,27-12 05:58:26,0.500,0.0,99.500,0.0,0.0,0.0,556015616.0,16760832.0,398221312.0,70967296.0,0.020,0.060,0.050
27-12 05:58:27,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,556015616.0,16760832.0,398221312.0,70967296.0,0.0,0.0,0.020,0.060,0.050,0.0,0.0,27-12 05:58:27,0.500,0.0,99.500,0.0,0.0,0.0,556015616.0,16760832.0,398221312.0,70967296.0,0.020,0.060,0.050
27-12 05:58:28,0.0,0.0,0.0,0.602,0.0,99.398,0.0,0.0,0.0,0.0,12288.0,0.0,2.0,556015616.0,16769024.0,398213120.0,70967296.0,0.0,0.0,0.020,0.060,0.050,0.0,0.0,27-12 05:58:28,0.0,0.0,100.0,0.0,0.0,0.0,556015616.0,16769024.0,398213120.0,70967296.0,0.020,0.060,0.050
27-12 05:58:29,0.0,0.0,0.0,0.503,0.503,98.995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,556007424.0,16769024.0,398221312.0,70967296.0,0.0,0.0,0.020,0.060,0.050,0.0,0.0,27-12 05:58:29,0.503,0.503,98.995,0.0,0.0,0.0,556007424.0,16769024.0,398221312.0,70967296.0,0.020,0.060,0.050
27-12 05:58:30,0.0,0.0,0.0,0.524,0.0,99.476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,556007424.0,16769024.0,398221312.0,70967296.0,0.0,0.0,0.020,0.060,0.050,60.0,60.0,27-12 05:58:30,0.524,0.0,99.476,0.0,0.0,0.0,556007424.0,16769024.0,398221312.0,70967296.0,0.020,0.060,0.050
27-12 05:58:31,1.0,0.0,0.0,0.0,1.026,98.462,0.0,0.0,0.513,0.0,0.0,0.0,0.0,556007424.0,16769024.0,398221312.0,70967296.0,0.0,0.0,0.020,0.050,0.050,2550.0,76010.0,27-12 05:58:31,0.508,1.015,97.462,0.0,0.0,1.015,556007424.0,16769024.0,398221312.0,70967296.0,0.020,0.050,0.050
27-12 05:58:32,0.0,0.0,0.0,1.015,2.538,95.939,0.0,0.0,0.508,0.0,0.0,0.0,0.0,556007424.0,16769024.0,398221312.0,70967296.0,0.0,0.0,0.020,0.050,0.050,10800.0,321622.0,27-12 05:58:32,0.513,2.564,96.923,0.0,0.0,0.0,556007424.0,16769024.0,398221312.0,70967296.0,0.020,0.050,0.050
27-12 05:58:33,0.0,0.0,0.0,0.505,5.051,93.434,0.0,0.0,1.010,0.0,0.0,0.0,0.0,556007424.0,16769024.0,398221312.0,70967296.0,0.0,0.0,0.020,0.050,0.050,12390.0,384872.0,27-12 05:58:33,0.505,5.051,93.434,0.0,0.0,1.010,556007424.0,16769024.0,398221312.0,70967296.0,0.020,0.050,0.050
27-12 05:58:34,0.0,0.0,0.0,0.500,4.0,94.500,0.500,0.0,0.500,0.0,12288.0,0.0,2.0,555999232.0,16777216.0,398221312.0,70967296.0,0.0,0.0,0.020,0.050,0.050,12690.0,382154.0,27-12 05:58:34,0.995,3.980,94.030,0.498,0.0,0.498,555999232.0,16777216.0,398221312.0,70967296.0,0.020,0.050,0.050
27-12 05:58:35,0.0,0.0,0.0,1.036,1.554,96.373,0.0,0.0,1.036,0.0,0.0,0.0,0.0,555933696.0,16777216.0,398221312.0,71032832.0,0.0,0.0,0.020,0.050,0.050,10020.0,304806.0,27-12 05:58:35,0.518,1.554,96.891,0.0,0.0,1.036,555933696.0,16777216.0,398221312.0,71032832.0,0.020,0.050,0.050
27-12 05:58:36,0.0,0.0,0.0,0.0,0.0,98.889,0.0,0.0,1.111,0.0,0.0,0.0,0.0,555929600.0,16777216.0,398225408.0,71032832.0,0.0,0.0,0.020,0.050,0.050,10020.0,309736.0,27-12 05:58:36,0.0,0.552,98.343,0.0,0.0,1.105,555929600.0,16777216.0,398225408.0,71032832.0,0.020,0.050,0.050
27-12 05:58:37,1.0,0.0,0.0,1.010,1.010,97.475,0.0,0.0,0.505,0.0,0.0,0.0,0.0,555929600.0,16777216.0,398225408.0,71032832.0,0.0,0.0,0.020,0.050,0.050,7530.0,231444.0,27-12 05:58:37,1.015,0.508,97.970,0.0,0.0,0.508,555929600.0,16777216.0,398225408.0,71032832.0,0.020,0.050,0.050
27-12 05:58:38,0.0,0.0,0.0,1.010,2.020,96.465,0.0,0.0,0.505,0.0,0.0,0.0,0.0,555929600.0,16777216.0,398225408.0,71032832.0,0.0,0.0,0.020,0.050,0.050,7590.0,230830.0,27-12 05:58:38,1.010,2.020,96.465,0.0,0.0,0.505,555929600.0,16777216.0,398225408.0,71032832.0,0.020,0.050,0.050
27-12 05:58:39,0.0,0.0,0.0,0.510,2.041,96.939,0.0,0.0,0.510,0.0,12288.0,0.0,2.0,555962368.0,16785408.0,398217216.0,71000064.0,0.0,0.0,0.020,0.050,0.050,12510.0,390228.0,27-12 05:58:39,1.020,2.041,96.429,0.0,0.0,0.510,555962368.0,16785408.0,398217216.0,71000064.0,0.020,0.050,0.050
27-12 05:58:40,0.0,0.0,0.0,0.518,1.554,96.373,0.0,0.0,1.554,0.0,24576.0,0.0,2.0,555888640.0,16785408.0,398225408.0,71065600.0,0.0,0.0,0.020,0.050,0.050,12630.0,384132.0,27-12 05:58:40,0.0,1.562,96.875,0.0,0.0,1.562,555888640.0,16785408.0,398225408.0,71065600.0,0.020,0.050,0.050
27-12 05:58:41,0.0,0.0,0.0,0.508,2.030,96.954,0.0,0.0,0.508,0.0,0.0,0.0,0.0,555888640.0,16785408.0,398225408.0,71065600.0,0.0,0.0,0.010,0.050,0.050,10140.0,309228.0,27-12 05:58:41,0.505,2.020,96.970,0.0,0.0,0.505,555888640.0,16785408.0,398225408.0,71065600.0,0.010,0.050,0.050
27-12 05:58:42,0.0,0.0,0.0,0.552,1.105,98.343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,555888640.0,16785408.0,398225408.0,71065600.0,0.0,0.0,0.010,0.050,0.050,7410.0,230306.0,27-12 05:58:42,0.556,1.111,98.333,0.0,0.0,0.0,555888640.0,16785408.0,398225408.0,71065600.0,0.010,0.050,0.050
27-12 05:58:43,0.0,0.0,0.0,1.047,2.094,96.335,0.0,0.0,0.524,0.0,0.0,0.0,0.0,555888640.0,16785408.0,398225408.0,71065600.0,0.0,0.0,0.010,0.050,0.050,10020.0,313296.0,27-12 05:58:43,1.036,2.591,95.855,0.0,0.0,0.518,555888640.0,16785408.0,398225408.0,71065600.0,0.010,0.050,0.050
27-12 05:58:44,0.0,0.0,0.0,0.0,1.081,98.378,0.0,0.0,0.541,0.0,28672.0,0.0,3.0,555888640.0,16793600.0,398217216.0,71065600.0,0.0,0.0,0.010,0.050,0.050,10140.0,309132.0,27-12 05:58:44,0.541,0.541,98.378,0.0,0.0,0.541,555888640.0,16793600.0,398217216.0,71065600.0,0.010,0.050,0.050
27-12 05:58:45,0.0,0.0,0.0,1.015,1.015,97.462,0.0,0.0,0.508,0.0,12288.0,0.0,3.0,555880448.0,16793600.0,398225408.0,71065600.0,0.0,0.0,0.010,0.050,0.050,10140.0,310716.0,27-12 05:58:45,0.513,1.026,97.949,0.0,0.0,0.513,555880448.0,16793600.0,398225408.0,71065600.0,0.010,0.050,0.050
